Gene_ID,Status_and_Symbol,Has_GO_Term?,GO_Term_Count,GO_IDs
WBGene00000052,Dead | N/A,No,0,
WBGene00020000,Suppressed | R10H1.3,No,0,
WBGene00020001,Dead | N/A,No,0,
WBGene00020002,Dead | N/A,No,0,
WBGene00020005,Suppressed | R11E3.3,No,0,
WBGene00020009,Dead | N/A,No,0,
WBGene00020024,Dead | N/A,No,0,
WBGene00020044,Dead | N/A,No,0,
WBGene00020061,Suppressed | R13D11.7,No,0,
WBGene00020074,Suppressed | R52.2,No,0,
WBGene00020079,Dead | N/A,No,0,
WBGene00020085,Dead | N/A,No,0,
WBGene00020108,Dead | N/A,No,0,
WBGene00020124,Suppressed | R173.2,No,0,
WBGene00020132,Dead | N/A,No,0,
WBGene00020133,Dead | N/A,No,0,
WBGene00020147,Dead | N/A,No,0,
WBGene00020159,Dead | N/A,No,0,
WBGene00020161,Dead | N/A,No,0,
WBGene00020162,Dead | N/A,No,0,
WBGene00020165,Suppressed | T02G5.5,No,0,
WBGene00020186,Suppressed | T03F1.4,No,0,
WBGene00020198,Dead | N/A,No,0,
WBGene00020206,Dead | N/A,No,0,
WBGene00020213,Dead | N/A,No,0,
WBGene00020226,Dead | N/A,No,0,
WBGene00020253,Dead | N/A,No,0,
WBGene00020255,Suppressed | T05C3.3,No,0,
WBGene00020257,Dead | N/A,No,0,
WBGene00020272,Suppressed | T05H4.9,No,0,
WBGene00020278,Dead | N/A,No,0,
WBGene00020303,Dead | N/A,No,0,
WBGene00020310,Suppressed | T07D3.8,No,0,
WBGene00020312,Suppressed | T07E3.1,No,0,
WBGene00020331,Dead | N/A,No,0,
WBGene00020332,Dead | N/A,No,0,
WBGene00020336,Dead | N/A,No,0,
WBGene00020337,Dead | N/A,No,0,
WBGene00020344,Dead | N/A,No,0,
WBGene00020355,Dead | N/A,No,0,
WBGene00020367,Dead | N/A,No,0,
WBGene00020387,Suppressed | T10B5.1,No,0,
WBGene00020395,Suppressed | T10B5.9,No,0,
WBGene00020405,Dead | ,No,0,
WBGene00020429,Dead | N/A,No,0,
WBGene00020470,Dead | N/A,No,0,
WBGene00020477,Dead | N/A,No,0,
WBGene00020493,Dead | N/A,No,0,
WBGene00020495,Dead | N/A,No,0,
WBGene00020512,Suppressed | T14G12.1,No,0,
WBGene00020513,Dead | N/A,No,0,
WBGene00020514,Suppressed | T14G12.5,No,0,
WBGene00020518,Dead | N/A,No,0,
WBGene00020519,Dead | N/A,No,0,
WBGene00020521,Dead | N/A,No,0,
WBGene00020529,Dead | N/A,No,0,
WBGene00020538,Suppressed | T16A1.9,No,0,
WBGene00020552,Dead | N/A,No,0,
WBGene00020570,Dead | N/A,No,0,
WBGene00020597,Dead | N/A,No,0,
WBGene00020606,Dead | N/A,No,0,
WBGene00020610,Dead | N/A,No,0,
WBGene00020621,Dead | N/A,No,0,
WBGene00020643,Dead | N/A,No,0,
WBGene00020644,Suppressed | T20H12.2,No,0,
WBGene00020654,Dead | N/A,No,0,
WBGene00020668,Dead | N/A,No,0,
WBGene00020671,Dead | N/A,No,0,
WBGene00020676,Dead | N/A,No,0,
WBGene00020677,Dead | N/A,No,0,
WBGene00020681,Dead | N/A,No,0,
WBGene00020685,Dead | N/A,No,0,
WBGene00020704,Dead | N/A,No,0,
WBGene00020723,Suppressed | T23B12.9,No,0,
WBGene00020724,Suppressed | T23B12.10,No,0,
WBGene00020731,Suppressed | T23E7.1,No,0,
WBGene00020733,Suppressed | T23E7.3,No,0,
WBGene00020734,Dead | N/A,No,0,
WBGene00020745,Dead | N/A,No,0,
WBGene00020768,Dead | N/A,No,0,
WBGene00020776,Dead | N/A,No,0,
WBGene00020780,Suppressed | T24H5.1,No,0,
WBGene00020810,Dead | N/A,No,0,
WBGene00020814,Suppressed | T25G12.8,No,0,
WBGene00020815,Suppressed | T25G12.9,No,0,
WBGene00020816,Dead | N/A,No,0,
WBGene00020818,Dead | N/A,No,0,
WBGene00020828,Dead | T26C11.2,No,0,
WBGene00020848,Dead | N/A,No,0,
WBGene00020876,Suppressed | T28A11.14,No,0,
WBGene00020907,Dead | N/A,No,0,
WBGene00020916,Dead | N/A,No,0,
WBGene00020925,Dead | N/A,No,0,
WBGene00020926,Dead | N/A,No,0,
WBGene00020928,Dead | N/A,No,0,
WBGene00020934,Dead | N/A,No,0,
WBGene00020956,Dead | N/A,No,0,
WBGene00020958,Suppressed | W02H5.3,No,0,
WBGene00020959,Suppressed | W02H5.4,No,0,
WBGene00020960,Dead | ,No,0,
WBGene00020963,Dead | N/A,No,0,
WBGene00020965,Dead | N/A,No,0,
WBGene00020968,Dead | N/A,No,0,
WBGene00020969,Dead | N/A,No,0,
WBGene00020975,Dead | N/A,No,0,
WBGene00020980,Dead | N/A,No,0,
WBGene00020996,Dead | N/A,No,0,
WBGene00020998,Dead | N/A,No,0,
WBGene00021062,Dead | N/A,No,0,
WBGene00021064,Dead | N/A,No,0,
WBGene00021065,Dead | N/A,No,0,
WBGene00021069,Dead | N/A,No,0,
WBGene00021071,Dead | N/A,No,0,
WBGene00021077,Suppressed | W07E6.6,No,0,
WBGene00021102,Dead | N/A,No,0,
WBGene00021105,Dead | N/A,No,0,
WBGene00021119,Dead | N/A,No,0,
WBGene00021126,Dead | N/A,No,0,
WBGene00021147,Dead | N/A,No,0,
WBGene00021172,Dead | Y8A9A.3,No,0,
WBGene00021189,Dead | N/A,No,0,
WBGene00021194,Suppressed | Y16E11A.2,No,0,
WBGene00021203,Dead | N/A,No,0,
WBGene00021206,Dead | N/A,No,0,
WBGene00021211,Dead | N/A,No,0,
WBGene00021229,Dead | N/A,No,0,
WBGene00021231,Dead | N/A,No,0,
WBGene00021240,Suppressed | Y20F4.5,No,0,
WBGene00021242,Dead | N/A,No,0,
WBGene00021250,Dead | Y22D7AL.12,No,0,
WBGene00021251,Dead | Y22D7AL.13,No,0,
WBGene00021255,Dead | N/A,No,0,
WBGene00021258,Dead | N/A,No,0,
WBGene00021283,Dead | N/A,No,0,
WBGene00021306,Suppressed | Y32G9A.9,No,0,
WBGene00021307,Dead | N/A,No,0,
WBGene00021308,Dead | N/A,No,0,
WBGene00021318,Dead | N/A,No,0,
WBGene00021330,Dead | N/A,No,0,
WBGene00021341,Dead | N/A,No,0,
WBGene00021356,Suppressed | Y37E3.18,No,0,
WBGene00021361,Dead | N/A,No,0,
WBGene00021393,Dead | ,No,0,
WBGene00021399,Dead | N/A,No,0,
WBGene00021411,Dead | N/A,No,0,
WBGene00021422,Suppressed | Y38F2AR.4,No,0,
WBGene00021424,Dead | N/A,No,0,
WBGene00021426,Dead | N/A,No,0,
WBGene00021429,Dead | N/A,No,0,
WBGene00021431,Dead | N/A,No,0,
WBGene00021432,Suppressed | Y39A3A.1,No,0,
WBGene00021445,Dead | N/A,No,0,
WBGene00021447,Dead | N/A,No,0,
WBGene00021455,Suppressed | Y39F10A.4,No,0,
WBGene00021459,Dead | N/A,No,0,
WBGene00021462,Dead | N/A,No,0,
WBGene00021480,Dead | ,No,0,
WBGene00021481,Dead | N/A,No,0,
WBGene00021498,Suppressed | Y40C7B.1,No,0,
WBGene00021499,Suppressed | Y40C7B.3,No,0,
WBGene00021501,Suppressed | Y40C7B.5,No,0,
WBGene00021523,Dead | N/A,No,0,
WBGene00021550,Dead | N/A,No,0,
WBGene00021575,Suppressed | Y45G12C.13,No,0,
WBGene00021577,Suppressed | Y46B2A.2,No,0,
WBGene00021584,Suppressed | Y46C8AL.6,No,0,
WBGene00021588,Dead | N/A,No,0,
WBGene00021598,Dead | N/A,No,0,
WBGene00021618,Dead | N/A,No,0,
WBGene00021642,Dead | N/A,No,0,
WBGene00021652,Dead | N/A,No,0,
WBGene00021659,Dead | N/A,No,0,
WBGene00021663,Suppressed | Y48G1BL.4,No,0,
WBGene00021665,Dead | N/A,No,0,
WBGene00021669,Suppressed | Y48G1BM.4,No,0,
WBGene00021670,Dead | N/A,No,0,
WBGene00021674,Dead | N/A,No,0,
WBGene00021680,Dead | N/A,No,0,
WBGene00021684,Dead | N/A,No,0,
WBGene00021688,Dead | N/A,No,0,
WBGene00021695,Dead | N/A,No,0,
WBGene00021696,Dead | N/A,No,0,
WBGene00021699,Suppressed | Y48G9A.5,No,0,
WBGene00021705,Dead | N/A,No,0,
WBGene00021712,Suppressed | Y49F6A.4,No,0,
WBGene00021742,Dead | N/A,No,0,
WBGene00021759,Dead | ,No,0,
WBGene00021760,Dead | N/A,No,0,
WBGene00021761,Suppressed | Y51B11A.1,No,0,
WBGene00021762,Suppressed | Y51F10.1,No,0,
WBGene00021767,Dead | N/A,No,0,
WBGene00021769,Suppressed | Y51F10.8,No,0,
WBGene00021770,Dead | N/A,No,0,
WBGene00021775,Dead | N/A,No,0,
WBGene00021777,Dead | N/A,No,0,
WBGene00021782,Dead | N/A,No,0,
WBGene00021802,Suppressed | Y53G8AM.1,No,0,
WBGene00021803,Dead | Y53G8AM.2,No,0,
WBGene00021822,Dead | Y54C5A.1,No,0,
WBGene00021823,Suppressed | Y54C5B.1,No,0,
WBGene00021824,Dead | N/A,No,0,
WBGene00021825,Dead | N/A,No,0,
WBGene00021836,Dead | N/A,No,0,
WBGene00021837,Dead | Y54E10BL.1,No,0,
WBGene00021851,Dead | N/A,No,0,
WBGene00021874,Dead | N/A,No,0,
WBGene00021891,Dead | N/A,No,0,
WBGene00021896,Dead | N/A,No,0,
WBGene00021903,Dead | ,No,0,
WBGene00021916,Dead | Y55D5A.2,No,0,
WBGene00021924,Dead | N/A,No,0,
WBGene00021937,Dead | N/A,No,0,
WBGene00021940,Dead | N/A,No,0,
WBGene00021944,Dead | ,No,0,
WBGene00021946,Dead | N/A,No,0,
WBGene00021954,Suppressed | Y55H10B.1,No,0,
WBGene00021955,Suppressed | Y55H10B.2,No,0,
WBGene00021962,Dead | N/A,No,0,
WBGene00021982,Suppressed | Y58G8A.2,No,0,
WBGene00021989,Suppressed | Y59E1A.3,No,0,
WBGene00021991,Dead | N/A,No,0,
WBGene00022009,Dead | N/A,No,0,
WBGene00022041,Dead | N/A,No,0,
WBGene00022049,Dead | N/A,No,0,
WBGene00022050,Dead | N/A,No,0,
WBGene00022058,Dead | N/A,No,0,
WBGene00022065,Dead | N/A,No,0,
WBGene00022068,Dead | N/A,No,0,
WBGene00022080,Dead | N/A,No,0,
WBGene00022081,Suppressed | Y69A2AR.10,No,0,
WBGene00022084,Dead | N/A,No,0,
WBGene00022088,Dead | N/A,No,0,
WBGene00022091,Suppressed | Y69A2AR.20,No,0,
WBGene00022098,Dead | N/A,No,0,
WBGene00022105,Suppressed | Y71D11A.4,No,0,
WBGene00022109,Suppressed | Y71F9AL.3,No,0,
WBGene00022116,Dead | Y71F9AL.11,No,0,
WBGene00022120,Dead | N/A,No,0,
WBGene00022132,Dead | N/A,No,0,
WBGene00022135,Dead | N/A,No,0,
WBGene00022136,Dead | N/A,No,0,
WBGene00022137,Dead | N/A,No,0,
WBGene00022147,Dead | N/A,No,0,
WBGene00022151,Dead | N/A,No,0,
WBGene00022164,Dead | N/A,No,0,
WBGene00022183,Dead | N/A,No,0,
WBGene00022184,Dead | N/A,No,0,
WBGene00022186,Dead | N/A,No,0,
WBGene00022187,Dead | N/A,No,0,
WBGene00022208,Suppressed | Y73B3A.6,No,0,
WBGene00022212,Dead | N/A,No,0,
WBGene00022220,Suppressed | Y73B3A.19,No,0,
WBGene00022226,Dead | N/A,No,0,
WBGene00022234,Dead | N/A,No,0,
WBGene00022238,Dead | N/A,No,0,
WBGene00022239,Suppressed | Y73B6BL.16,No,0,
WBGene00022241,Dead | N/A,No,0,
WBGene00022293,Suppressed | Y75D11A.4,No,0,
WBGene00022294,Suppressed | Y75D11A.5,No,0,
WBGene00022299,Suppressed | Y76B12C.5,No,0,
WBGene00022304,Suppressed | Y76G2A.1,No,0,
WBGene00022305,Suppressed | Y76G2A.2,No,0,
WBGene00022355,Dead | N/A,No,0,
WBGene00022359,Dead | N/A,No,0,
WBGene00022362,Dead | N/A,No,0,
WBGene00022364,Dead | N/A,No,0,
WBGene00022383,Dead | N/A,No,0,
WBGene00022384,Suppressed | Y95B8A.3,No,0,
WBGene00022387,Dead | N/A,No,0,
WBGene00022414,Suppressed | Y102A11A.4,No,0,
WBGene00022422,Dead | N/A,No,0,
WBGene00022424,Dead | N/A,No,0,
WBGene00022430,Suppressed | Y108F1.2,No,0,
WBGene00022436,Dead | N/A,No,0,
WBGene00022437,Dead | N/A,No,0,
WBGene00022449,Dead | ,No,0,
WBGene00022451,Dead | N/A,No,0,
WBGene00022461,Dead | N/A,No,0,
WBGene00022464,Dead | N/A,No,0,
WBGene00022468,Dead | N/A,No,0,
WBGene00022480,Suppressed | Y119D3A.5,No,0,
WBGene00022510,Suppressed | ZC53.3,No,0,
WBGene00022513,Dead | N/A,No,0,
WBGene00022514,Suppressed | ZC64.1,No,0,
WBGene00022520,Suppressed | ZC132.1,No,0,
WBGene00022523,Suppressed | ZC132.4,No,0,
WBGene00022524,Suppressed | ZC132.5,No,0,
WBGene00022525,Dead | N/A,No,0,
WBGene00022535,Dead | N/A,No,0,
WBGene00022543,Dead | N/A,No,0,
WBGene00022585,Dead | N/A,No,0,
WBGene00022595,Dead | N/A,No,0,
WBGene00022602,Dead | N/A,No,0,
WBGene00022607,Dead | N/A,No,0,
WBGene00022625,Dead | N/A,No,0,
WBGene00022626,Dead | N/A,No,0,
WBGene00022659,Dead | N/A,No,0,
WBGene00022661,Dead | ZK112.5,No,0,
WBGene00022676,Dead | N/A,No,0,
WBGene00022684,Suppressed | ZK250.1,No,0,
WBGene00022686,Suppressed | ZK250.3,No,0,
WBGene00022687,Suppressed | ZK250.4,No,0,
WBGene00022692,Suppressed | ZK250.9,No,0,
WBGene00022693,Suppressed | ZK250.10,No,0,
WBGene00022701,Dead | N/A,No,0,
WBGene00022740,Dead | N/A,No,0,
WBGene00022764,Suppressed | ZK546.8,No,0,
WBGene00022768,Suppressed | ZK563.3,No,0,
WBGene00022777,Dead | N/A,No,0,
WBGene00022779,Dead | N/A,No,0,
WBGene00022784,Dead | N/A,No,0,
WBGene00022819,Dead | N/A,No,0,
WBGene00022828,Dead | N/A,No,0,
WBGene00022839,Dead | N/A,No,0,
WBGene00022841,Dead | N/A,No,0,
WBGene00022844,Dead | N/A,No,0,
WBGene00022859,Dead | N/A,No,0,
WBGene00022860,Dead | N/A,No,0,
WBGene00022863,Suppressed | ZK1236.4,No,0,
WBGene00022878,Dead | N/A,No,0,
WBGene00022879,Dead | N/A,No,0,
WBGene00023114,Dead | N/A,No,0,
WBGene00023258,Dead | N/A,No,0,
WBGene00023261,Dead | N/A,No,0,
WBGene00023280,Dead | N/A,No,0,
WBGene00023286,Suppressed | F44C4.6,No,0,
WBGene00023292,Suppressed | F54D8.9,No,0,
WBGene00023347,Suppressed | T22F3.1,No,0,
WBGene00023350,Dead | N/A,No,0,
WBGene00023374,Dead | N/A,No,0,
WBGene00023403,Suppressed | ZK682.1,No,0,
WBGene00023406,Suppressed | K01G12.1,No,0,
WBGene00023412,Dead | N/A,No,0,
WBGene00023426,Dead | N/A,No,0,
WBGene00023433,Suppressed | B0513.10,No,0,
WBGene00023434,Suppressed | C04F12.11,No,0,
WBGene00023435,Suppressed | C31A11.8,No,0,
WBGene00023436,Suppressed | F08G12.6,No,0,
WBGene00023437,Suppressed | F35E8.3,No,0,
WBGene00023438,Suppressed | F59C6.1,No,0,
WBGene00023439,Suppressed | R05A10.9,No,0,
WBGene00023440,Suppressed | T01C1.1,No,0,
WBGene00023441,Suppressed | T21B4.11,No,0,
WBGene00023442,Suppressed | Y37D8A.7,No,0,
WBGene00023443,Suppressed | Y51A2C.1,No,0,
WBGene00023444,Suppressed | Y51H4A.29,No,0,
WBGene00023445,Suppressed | Y73F8A.28,No,0,
WBGene00023446,Suppressed | Y94A7B.2,No,0,
WBGene00023447,Suppressed | ZC334.4,No,0,
WBGene00023448,Suppressed | ZK856.2,No,0,
WBGene00023449,Suppressed | ZK1251.4,No,0,
WBGene00023473,Suppressed | F58A4.13,No,0,
WBGene00043063,Dead | N/A,No,0,
WBGene00043070,Dead | N/A,No,0,
WBGene00043071,Dead | N/A,No,0,
WBGene00043072,Dead | N/A,No,0,
WBGene00043073,Dead | N/A,No,0,
WBGene00043074,Dead | N/A,No,0,
WBGene00043075,Dead | N/A,No,0,
WBGene00043076,Dead | N/A,No,0,
WBGene00043077,Dead | N/A,No,0,
WBGene00043078,Dead | N/A,No,0,
WBGene00043079,Dead | N/A,No,0,
WBGene00043080,Dead | N/A,No,0,
WBGene00043081,Dead | N/A,No,0,
WBGene00043082,Dead | N/A,No,0,
WBGene00043083,Dead | N/A,No,0,
WBGene00043084,Dead | N/A,No,0,
WBGene00043085,Dead | N/A,No,0,
WBGene00043086,Dead | N/A,No,0,
WBGene00043087,Dead | N/A,No,0,
WBGene00043088,Dead | N/A,No,0,
WBGene00043089,Dead | N/A,No,0,
WBGene00043090,Dead | N/A,No,0,
WBGene00043091,Dead | N/A,No,0,
WBGene00043092,Dead | N/A,No,0,
WBGene00043093,Dead | N/A,No,0,
WBGene00043094,Dead | N/A,No,0,
WBGene00043095,Dead | N/A,No,0,
WBGene00043096,Dead | N/A,No,0,
WBGene00043098,Dead | N/A,No,0,
WBGene00043099,Dead | N/A,No,0,
WBGene00043100,Dead | N/A,No,0,
WBGene00043101,Dead | N/A,No,0,
WBGene00043102,Dead | N/A,No,0,
WBGene00043103,Dead | N/A,No,0,
WBGene00043104,Dead | N/A,No,0,
WBGene00043105,Dead | N/A,No,0,
WBGene00043106,Dead | N/A,No,0,
WBGene00043107,Dead | N/A,No,0,
WBGene00043108,Dead | N/A,No,0,
WBGene00043109,Dead | N/A,No,0,
WBGene00043110,Dead | N/A,No,0,
WBGene00043111,Dead | N/A,No,0,
WBGene00043112,Dead | N/A,No,0,
WBGene00043113,Dead | N/A,No,0,
WBGene00043114,Dead | N/A,No,0,
WBGene00043115,Dead | N/A,No,0,
WBGene00043116,Dead | N/A,No,0,
WBGene00043117,Dead | N/A,No,0,
WBGene00043118,Dead | N/A,No,0,
WBGene00043119,Dead | N/A,No,0,
WBGene00043121,Dead | N/A,No,0,
WBGene00043122,Dead | N/A,No,0,
WBGene00043123,Dead | N/A,No,0,
WBGene00043124,Dead | N/A,No,0,
WBGene00043125,Dead | N/A,No,0,
WBGene00043126,Dead | N/A,No,0,
WBGene00043127,Dead | N/A,No,0,
WBGene00043128,Dead | N/A,No,0,
WBGene00043129,Dead | N/A,No,0,
WBGene00043130,Dead | N/A,No,0,
WBGene00043131,Dead | N/A,No,0,
WBGene00043132,Dead | N/A,No,0,
WBGene00043133,Dead | N/A,No,0,
WBGene00043134,Dead | N/A,No,0,
WBGene00043135,Dead | N/A,No,0,
WBGene00043136,Dead | N/A,No,0,
WBGene00043137,Dead | N/A,No,0,
WBGene00043138,Dead | N/A,No,0,
WBGene00043139,Dead | N/A,No,0,
WBGene00043140,Dead | N/A,No,0,
WBGene00043141,Dead | N/A,No,0,
WBGene00043142,Dead | N/A,No,0,
WBGene00043143,Dead | N/A,No,0,
WBGene00043144,Dead | N/A,No,0,
WBGene00043145,Dead | N/A,No,0,
WBGene00043146,Dead | N/A,No,0,
WBGene00043148,Dead | N/A,No,0,
WBGene00043149,Dead | N/A,No,0,
WBGene00043150,Dead | N/A,No,0,
WBGene00043151,Dead | N/A,No,0,
WBGene00043152,Dead | N/A,No,0,
WBGene00043153,Dead | N/A,No,0,
WBGene00043154,Dead | N/A,No,0,
WBGene00043155,Dead | N/A,No,0,
WBGene00043157,Dead | N/A,No,0,
WBGene00043158,Dead | N/A,No,0,
WBGene00043159,Dead | N/A,No,0,
WBGene00043160,Dead | N/A,No,0,
WBGene00043161,Dead | N/A,No,0,
WBGene00043162,Dead | N/A,No,0,
WBGene00043163,Dead | N/A,No,0,
WBGene00043164,Dead | N/A,No,0,
WBGene00043165,Dead | N/A,No,0,
WBGene00043166,Dead | N/A,No,0,
WBGene00043167,Dead | N/A,No,0,
WBGene00043168,Dead | N/A,No,0,
WBGene00043169,Dead | N/A,No,0,
WBGene00043170,Dead | N/A,No,0,
WBGene00043171,Dead | N/A,No,0,
WBGene00043172,Dead | N/A,No,0,
WBGene00043173,Dead | N/A,No,0,
WBGene00043174,Dead | N/A,No,0,
WBGene00043175,Dead | N/A,No,0,
WBGene00043176,Dead | N/A,No,0,
WBGene00043177,Dead | N/A,No,0,
WBGene00043178,Dead | N/A,No,0,
WBGene00043179,Dead | N/A,No,0,
WBGene00043180,Dead | N/A,No,0,
WBGene00043181,Dead | N/A,No,0,
WBGene00043182,Dead | N/A,No,0,
WBGene00043183,Dead | N/A,No,0,
WBGene00043184,Dead | N/A,No,0,
WBGene00043185,Dead | N/A,No,0,
WBGene00043186,Dead | N/A,No,0,
WBGene00043188,Dead | N/A,No,0,
WBGene00043189,Dead | N/A,No,0,
WBGene00043190,Dead | N/A,No,0,
WBGene00043191,Dead | N/A,No,0,
WBGene00043192,Dead | N/A,No,0,
WBGene00043193,Dead | N/A,No,0,
WBGene00043194,Dead | N/A,No,0,
WBGene00043195,Dead | N/A,No,0,
WBGene00043196,Dead | N/A,No,0,
WBGene00043197,Dead | N/A,No,0,
WBGene00043198,Dead | N/A,No,0,
WBGene00043199,Dead | N/A,No,0,
WBGene00043200,Dead | N/A,No,0,
WBGene00043201,Dead | N/A,No,0,
WBGene00043202,Dead | N/A,No,0,
WBGene00043203,Dead | N/A,No,0,
WBGene00043204,Dead | N/A,No,0,
WBGene00043205,Dead | N/A,No,0,
WBGene00043206,Dead | N/A,No,0,
WBGene00043207,Dead | N/A,No,0,
WBGene00043208,Dead | N/A,No,0,
WBGene00043209,Dead | N/A,No,0,
WBGene00043210,Dead | N/A,No,0,
WBGene00043211,Dead | N/A,No,0,
WBGene00043212,Dead | N/A,No,0,
WBGene00043213,Dead | N/A,No,0,
WBGene00043214,Dead | N/A,No,0,
WBGene00043215,Dead | N/A,No,0,
WBGene00043216,Dead | N/A,No,0,
WBGene00043217,Dead | N/A,No,0,
WBGene00043218,Dead | N/A,No,0,
WBGene00043219,Dead | N/A,No,0,
WBGene00043220,Dead | N/A,No,0,
WBGene00043221,Dead | N/A,No,0,
WBGene00043222,Dead | N/A,No,0,
WBGene00043223,Dead | N/A,No,0,
WBGene00043224,Dead | N/A,No,0,
WBGene00043225,Dead | N/A,No,0,
WBGene00043226,Dead | N/A,No,0,
WBGene00043227,Dead | N/A,No,0,
WBGene00043228,Dead | N/A,No,0,
WBGene00043229,Dead | N/A,No,0,
WBGene00043230,Dead | N/A,No,0,
WBGene00043231,Dead | N/A,No,0,
WBGene00043232,Dead | N/A,No,0,
WBGene00043233,Dead | N/A,No,0,
WBGene00043234,Dead | N/A,No,0,
WBGene00043235,Dead | N/A,No,0,
WBGene00043236,Dead | N/A,No,0,
WBGene00043237,Dead | N/A,No,0,
WBGene00043238,Dead | N/A,No,0,
WBGene00043240,Dead | N/A,No,0,
WBGene00043241,Dead | N/A,No,0,
WBGene00043242,Dead | N/A,No,0,
WBGene00043243,Dead | N/A,No,0,
WBGene00043244,Dead | N/A,No,0,
WBGene00043245,Dead | N/A,No,0,
WBGene00043246,Dead | N/A,No,0,
WBGene00043247,Dead | N/A,No,0,
WBGene00043248,Dead | N/A,No,0,
WBGene00043249,Dead | N/A,No,0,
WBGene00043250,Dead | N/A,No,0,
WBGene00043251,Dead | N/A,No,0,
WBGene00043252,Dead | N/A,No,0,
WBGene00043253,Dead | N/A,No,0,
WBGene00043254,Dead | N/A,No,0,
WBGene00043255,Dead | N/A,No,0,
WBGene00043256,Dead | N/A,No,0,
WBGene00043257,Dead | N/A,No,0,
WBGene00043258,Dead | N/A,No,0,
WBGene00043259,Dead | N/A,No,0,
WBGene00043260,Dead | N/A,No,0,
WBGene00043261,Dead | N/A,No,0,
WBGene00043262,Dead | N/A,No,0,
WBGene00043263,Dead | N/A,No,0,
WBGene00043264,Dead | N/A,No,0,
WBGene00043265,Dead | N/A,No,0,
WBGene00043266,Dead | N/A,No,0,
WBGene00043267,Dead | N/A,No,0,
WBGene00043268,Dead | N/A,No,0,
WBGene00043269,Dead | N/A,No,0,
WBGene00043270,Dead | N/A,No,0,
WBGene00043271,Dead | N/A,No,0,
WBGene00043272,Dead | N/A,No,0,
WBGene00043273,Dead | N/A,No,0,
WBGene00043274,Dead | N/A,No,0,
WBGene00043275,Dead | N/A,No,0,
WBGene00043276,Dead | N/A,No,0,
WBGene00043277,Dead | N/A,No,0,
WBGene00043278,Dead | N/A,No,0,
WBGene00043280,Dead | N/A,No,0,
WBGene00043281,Dead | N/A,No,0,
WBGene00043282,Dead | N/A,No,0,
WBGene00043284,Dead | N/A,No,0,
WBGene00043285,Dead | N/A,No,0,
WBGene00043286,Dead | N/A,No,0,
WBGene00043287,Dead | N/A,No,0,
WBGene00043288,Dead | N/A,No,0,
WBGene00043289,Dead | N/A,No,0,
WBGene00043290,Dead | N/A,No,0,
WBGene00043291,Dead | N/A,No,0,
WBGene00043292,Dead | N/A,No,0,
WBGene00043293,Dead | N/A,No,0,
WBGene00043294,Dead | N/A,No,0,
WBGene00043295,Dead | N/A,No,0,
WBGene00043296,Dead | N/A,No,0,
WBGene00043298,Dead | N/A,No,0,
WBGene00043299,Dead | N/A,No,0,
WBGene00043300,Dead | N/A,No,0,
WBGene00043301,Dead | N/A,No,0,
WBGene00043303,Dead | N/A,No,0,
WBGene00043304,Dead | N/A,No,0,
WBGene00043305,Dead | N/A,No,0,
WBGene00043306,Dead | N/A,No,0,
WBGene00043307,Dead | N/A,No,0,
WBGene00043309,Dead | N/A,No,0,
WBGene00043310,Dead | N/A,No,0,
WBGene00043311,Dead | N/A,No,0,
WBGene00043312,Dead | N/A,No,0,
WBGene00043313,Dead | N/A,No,0,
WBGene00043314,Dead | N/A,No,0,
WBGene00043315,Dead | N/A,No,0,
WBGene00043316,Dead | N/A,No,0,
WBGene00043317,Dead | N/A,No,0,
WBGene00043318,Dead | N/A,No,0,
WBGene00043319,Dead | N/A,No,0,
WBGene00043320,Dead | N/A,No,0,
WBGene00043321,Dead | N/A,No,0,
WBGene00043322,Dead | N/A,No,0,
WBGene00043323,Dead | N/A,No,0,
WBGene00043324,Dead | N/A,No,0,
WBGene00043325,Dead | N/A,No,0,
WBGene00043326,Dead | N/A,No,0,
WBGene00043329,Dead | N/A,No,0,
WBGene00043330,Dead | N/A,No,0,
WBGene00043331,Dead | N/A,No,0,
WBGene00043332,Dead | N/A,No,0,
WBGene00043333,Dead | N/A,No,0,
WBGene00043334,Dead | N/A,No,0,
WBGene00043335,Dead | N/A,No,0,
WBGene00043336,Dead | N/A,No,0,
WBGene00043337,Dead | N/A,No,0,
WBGene00043338,Dead | N/A,No,0,
WBGene00043339,Dead | N/A,No,0,
WBGene00043340,Dead | N/A,No,0,
WBGene00043341,Dead | N/A,No,0,
WBGene00043342,Dead | N/A,No,0,
WBGene00043343,Dead | N/A,No,0,
WBGene00043344,Dead | N/A,No,0,
WBGene00043345,Dead | N/A,No,0,
WBGene00043346,Dead | ,No,0,
WBGene00043347,Dead | ,No,0,
WBGene00043348,Dead | N/A,No,0,
WBGene00043349,Dead | N/A,No,0,
WBGene00043350,Dead | N/A,No,0,
WBGene00043351,Dead | N/A,No,0,
WBGene00043352,Dead | N/A,No,0,
WBGene00043353,Dead | N/A,No,0,
WBGene00043354,Dead | N/A,No,0,
WBGene00043355,Dead | N/A,No,0,
WBGene00043356,Dead | N/A,No,0,
WBGene00043357,Dead | N/A,No,0,
WBGene00043358,Dead | N/A,No,0,
WBGene00043359,Dead | N/A,No,0,
WBGene00043360,Dead | N/A,No,0,
WBGene00043361,Dead | N/A,No,0,
WBGene00043362,Dead | ,No,0,
